headline/main,pub_date,web_url,headline/content_kicker,headline/kicker,
Trump: Clinton Has ÔContemptÕ for Voters,16-09-12,http://www.nytimes.com/video/us/100000004642377/trump-clinton-has-contempt-for-voters.html,,,
"Clinton Feels Good, Says She Didn't Pass Out During Stumble",16-09-12,http://www.nytimes.com/aponline/2016/09/12/us/ap-us-campaign-2016-clinton.html,,,
Clinton Says She Got Dizzy but Didn't Pass Out,16-09-12,http://www.nytimes.com/aponline/2016/09/12/us/politics/ap-us-campaign-2016-clinton-interview.html,,,
"Hillary Clinton, Syria, World Anti-Doping Agency: Your Tuesday Evening Briefing",16-09-13,http://www.nytimes.com/2016/09/13/briefing/hillary-clinton-syria-world-anti-doping-agency.html,,,
"Clinton Sparks Interest in 1st Woman Nominated, in 1872",16-09-13,http://www.nytimes.com/aponline/2016/09/13/us/ap-us-first-woman-for-president.html,,,
Clinton Tries to Blunt Fallout From Not Disclosing Pneumonia,16-09-13,http://www.nytimes.com/aponline/2016/09/13/us/politics/ap-us-campaign-2016.html,,,
"Obama: Clinton 'Steady,' Trump 'Not Fit in Any Way' to Lead",16-09-13,http://www.nytimes.com/aponline/2016/09/13/us/politics/ap-us-obama.html,,,
Brat Pack Star Molly Ringwald to Rally for Clinton in Maine,16-09-13,http://www.nytimes.com/aponline/2016/09/13/us/ap-us-molly-ringwald-hillary-clinton.html,,,
Clinton Scheduled to Return to Campaign Trail on Friday: MSNBC,16-09-13,http://www.nytimes.com/reuters/2016/09/13/us/politics/13reuters-usa-election-clinton-schedule.html,,,
Clinton Campaign Tries to Re-Focus on Trump University,16-09-13,http://www.nytimes.com/aponline/2016/09/13/us/politics/ap-us-campaign-2016-clinton-trump-university.html,,,
Political Risk for All in Trump-Clinton 'Deplorables' Debate,16-09-13,http://www.nytimes.com/aponline/2016/09/13/us/politics/ap-us-campaign-2016-deplorables.html,,,
Clinton Has History of Ignoring Health _ and Paying a Price,16-09-13,http://www.nytimes.com/aponline/2016/09/13/us/politics/ap-us-campaign-2016-clinton.html,,,
AP FACT CHECK: Trump Says Clinton Lacks Policies. Seriously?,16-09-13,http://www.nytimes.com/aponline/2016/09/13/us/politics/ap-us-campaign-2016-trump-fact-check.html,,,
Icahn Says Trump Better for U.S. Economy Than Clinton,16-09-13,http://www.nytimes.com/reuters/2016/09/13/us/politics/13reuters-usa-election-icahn.html,,,
"Clinton to Resume Campaigning on Thursday,' Details to Come'",16-09-13,http://www.nytimes.com/reuters/2016/09/13/us/13reuters-usa-election-clinton-campaigning.html,,,
Clinton Spokesman Says She'll Rejoin Campaign Trail Thursday,16-09-13,http://www.nytimes.com/aponline/2016/09/13/us/politics/ap-us-campaign-2016-clintons-return.html,,,
An Unplanned Absence for Hillary Clinton at an Inopportune Time,16-09-14,http://www.nytimes.com/2016/09/14/us/politics/hillary-clinton-campaign.html,News Analysis,News Analysis,
Clinton Has History of Ignoring Health _ and Paying a Price,16-09-14,http://www.nytimes.com/aponline/2016/09/14/us/ap-us-campaign-2016-clinton.html,,,
"In Florida, Trump Faces a Clinton Campaign Behemoth",16-09-14,http://www.nytimes.com/aponline/2016/09/14/us/ap-us-campaign-2016-ground-game.html,,,
AP FACT CHECK: Trump Says Clinton Lacks Policies. Seriously?,16-09-14,http://www.nytimes.com/aponline/2016/09/14/us/politics/ap-us-campaign-2016-trump-fact-check.html,,,
Clinton Server Technicians Decline Questions From U.S. Congress,16-09-14,http://www.nytimes.com/reuters/2016/09/14/technology/14reuters-usa-election-clinton-emails.html,,,
"Clinton to Meet With Presidents of Egypt, Ukraine Next Week: Campaign",16-09-14,http://www.nytimes.com/reuters/2016/09/14/us/politics/14reuters-usa-election-clinton.html,,,
Clinton Foundation Plans to Spin Off Flagship Health Project,16-09-14,http://www.nytimes.com/reuters/2016/09/14/us/14reuters-usa-election-foundation.html,,,
Bill Clinton to Leave Board of Foundation Health Project,16-09-14,http://www.nytimes.com/aponline/2016/09/14/us/ap-us-campaign-2016-clinton-health-foundation.html,,,
"Powell Reveals Disgust With Trump, Distaste for Clinton in Hacked Emails",16-09-14,http://www.nytimes.com/reuters/2016/09/14/us/politics/14reuters-usa-election-powell.html,,,
Pastor Cuts Trump Short During Anti-Clinton Speech in Flint,16-09-14,http://www.nytimes.com/reuters/2016/09/14/us/politics/14reuters-usa-election-trump-flint.html,,,
Bill Clinton Subs for Hillary,16-09-14,http://www.nytimes.com/video/us/elections/100000004648458/bill-clinton-subs-for-hillary.html,,,
Hillary Clinton Is Getting Surprisingly Little Extra Lift From Blacks and Hispanics,16-09-15,http://www.nytimes.com/2016/09/15/upshot/hispanic-and-black-support-for-hillary-clinton-is-overrated.html,The 2016 Race,The Upshot,
"Colin Powell, in Hacked Emails, Shows Scorn for Trump and Irritation at Clinton",16-09-15,http://www.nytimes.com/2016/09/15/us/politics/colin-powell-emails-hack-donald-trump.html,,,
Stop Carping at Hillary Clinton,16-09-15,http://www.nytimes.com/2016/09/15/opinion/stop-carping-at-hillary-clinton.html,Letter,Letter,
Hillary Clinton and Donald Trump Give More Details on Their Health,16-09-15,http://www.nytimes.com/2016/09/15/us/politics/hillary-clinton-health-donald-trump.html,,,
"Donald Trump, Hillary Clinton, Edward Snowden: Your Thursday Evening Briefing",16-09-15,http://www.nytimes.com/2016/09/15/briefing/donald-trump-hillary-clinton-edward-snowden.html,,,
Reflective Clinton Returns to Campaign Trail After Pneumonia,16-09-15,http://www.nytimes.com/aponline/2016/09/15/us/ap-us-campaign-2016.html,,,
"WHY IT MATTERS: Clinton, Trump Present Voters Clear Choice",16-09-15,http://www.nytimes.com/aponline/2016/09/15/us/politics/ap-us-campaign-2016-why-it-matters.html,,,
Pastor Cuts Trump Short During Anti-Clinton Speech in Flint,16-09-15,http://www.nytimes.com/reuters/2016/09/15/us/politics/15reuters-usa-election-trump-flint.html,,,
"Powell Reveals Disgust With Trump, Distaste for Clinton in Hacked Emails",16-09-15,http://www.nytimes.com/reuters/2016/09/15/world/europe/15reuters-usa-election-powell.html,,,
Clinton Visits North Carolina in Campaign Trail Return; Trump Up in Polls,16-09-15,http://www.nytimes.com/reuters/2016/09/15/us/15reuters-usa-election.html,,,
Clinton Says Success of Syria Agreement Rests With Russia,16-09-15,http://www.nytimes.com/reuters/2016/09/15/us/politics/15reuters-mideast-crisis-syria-clinton.html,,,
"Hillary Clinton Returns to the Campaign Trail, Vowing New Approach",16-09-16,http://www.nytimes.com/2016/09/16/us/politics/hillary-clinton-campaign.html,,,
"As Clinton-Trump Race Tightens, HereÕs How Forecast Models Differ",16-09-16,http://www.nytimes.com/2016/09/15/upshot/as-clinton-trump-race-tightens-heres-how-forecast-models-differ.html,The 2016 Race,The Upshot,
One Beneficiary of ClintonÕs Complex Tax Plan: Tax Lawyers,16-09-16,http://www.nytimes.com/2016/09/16/business/one-beneficiary-of-clintons-complex-tax-plan-tax-lawyers.html,Common Sense,Common Sense,
Hillary Clinton Takes Aim at Voters Drifting Toward Third Party,16-09-16,http://www.nytimes.com/2016/09/16/us/politics/hillary-clinton-presidential-race.html,,,
"Hillary Clinton, Donald Trump, Hajj: Your Friday Briefing",16-09-16,http://www.nytimes.com/2016/09/16/briefing/hillary-clinton-donald-trump-hajj.html,,,
"Amid Tighter Race, Clinton and Trump Trade Barbs Over Health",16-09-16,http://www.nytimes.com/aponline/2016/09/16/us/ap-us-campaign-2016.html,,,
The Latest: Clinton Campaign Protests Trump Comment on Guns,16-09-16,http://www.nytimes.com/aponline/2016/09/16/us/politics/ap-us-campaign-2016-the-latest.html,,,
Michelle Obama Makes Campaign Trail Debut for Clinton,16-09-16,http://www.nytimes.com/aponline/2016/09/16/us/ap-us-campaign-2016-michelle-obama.html,,,
Clinton Leads Trump as Americans Shrug Off Her Pneumonia Scare: Reuters/Ipsos Poll,16-09-16,http://www.nytimes.com/reuters/2016/09/16/us/politics/16reuters-usa-election-poll.html,,,
Popular Michelle Obama Courts Young People for Clinton,16-09-16,http://www.nytimes.com/reuters/2016/09/16/us/politics/16reuters-usa-election-michelleobama.html,,,
Trump Adjusts Call for Clinton Bodyguards to Lose Their Guns,16-09-16,http://www.nytimes.com/aponline/2016/09/16/us/politics/ap-us-campaign-2016-trump-guns.html,,,
Trump Proposes Disarming Clinton Guards: 'Let's See What Happens to Her',16-09-16,http://www.nytimes.com/reuters/2016/09/16/us/politics/16reuters-usa-election-trump-guns.html,,,
Why the Whole Trump-Clinton Election Could Probably Just Be Held in Pennsylvania,16-09-17,http://www.nytimes.com/2016/09/17/upshot/why-the-whole-trump-clinton-election-could-probably-just-be-held-in-pennsylvania.html,The 2016 Race,The Upshot,
What People DonÕt Know About the Clinton Foundation Is Revealing in Itself,16-09-17,http://www.nytimes.com/2016/09/17/upshot/what-people-dont-know-about-the-clinton-foundation-is-revealing-in-itself.html,The 2016 Race,The Upshot,
"U.N. Meeting a Farewell for Obama, and a Dress Rehearsal for Clinton",16-09-17,http://www.nytimes.com/2016/09/17/us/politics/united-nations-obama-clinton.html,,,
Michelle Obama Makes Ardent Case for Hillary Clinton,16-09-17,http://www.nytimes.com/2016/09/17/us/politics/michelle-obama-hillary-clinton-campaign.html,,,
The Latest: Clinton and Trump Weigh In on NYC Explosion,16-09-17,http://www.nytimes.com/aponline/2016/09/17/us/politics/ap-us-campaign-2016-the-latest.html,,,
"After Summer of Attacking Trump, Clinton Focuses on Herself",16-09-17,http://www.nytimes.com/aponline/2016/09/17/us/politics/ap-us-campaign-2016-clinton.html,,,
Sanders Urges Turned-Off Voters to Turn Out for Clinton,16-09-17,http://www.nytimes.com/aponline/2016/09/17/us/politics/ap-us-campaign-2016-sanders.html,,,
Joe Klein of ÔPrimary ColorsÕ Reviews the Latest on Bill Clinton,16-09-18,http://www.nytimes.com/2016/09/18/books/review/joe-klein-bill-clinton-joe-conason-man-of-the-world.html,Nonfiction,Nonfiction,
Inside The New York Times Book Review: Maureen Dowd on Clinton and Trump,16-09-18,http://www.nytimes.com/2016/09/18/books/review/inside-the-new-york-times-book-review-maureen-dowd-on-clinton-and-trump.html,Inside The New York Times Book Review Podcast,,
The Latest: Clinton Condemns 'Apparent Terrorist Attacks',16-09-18,http://www.nytimes.com/aponline/2016/09/18/us/politics/ap-us-campaign-2016-the-latest.html,,,
"Clinton Outdoing Trump in Pennsylvania, a Must-Win State",16-09-18,http://www.nytimes.com/aponline/2016/09/18/us/politics/ap-us-campaign-2016-road-to-270.html,,,
Kaine Accuses Trump of Inciting Violence Against Clinton,16-09-18,http://www.nytimes.com/reuters/2016/09/18/us/18reuters-usa-election-kaine.html,,,
"Obama Praises Clinton, Blasts Trump at DNC Fundraiser in NYC",16-09-18,http://www.nytimes.com/aponline/2016/09/18/us/politics/ap-us-obama.html,,,
"Clinton Condemns 'Apparent Terrorist Attacks' in New Jersey, New York, Minnesota",16-09-18,http://www.nytimes.com/reuters/2016/09/18/us/18reuters-usa-election-clinton-attacks.html,,,
Clinton Condemns What She Calls 'Apparent Terrorist Attacks',16-09-18,http://www.nytimes.com/aponline/2016/09/18/us/politics/ap-us-campaign-2016-manhattan-explosions.html,,,
"Clinton, Trump to Both Meet With Egyptian President at U.N.",16-09-18,http://www.nytimes.com/reuters/2016/09/18/us/18reuters-usa-election-trump-egypt.html,,,
"Trump Gets Skewered, Clinton Finds Support at TV's Emmy Awards",16-09-19,http://www.nytimes.com/reuters/2016/09/19/arts/19reuters-awards-emmys-politics.html,,,
Obama Tells Clinton Fundraiser U.S. Still Grapples With Powerful Women,16-09-19,http://www.nytimes.com/reuters/2016/09/19/us/politics/19reuters-usa-election-obama.html,,,
"Clinton Focuses on Pennsylvania, a Must-Win State for Trump",16-09-19,http://www.nytimes.com/aponline/2016/09/19/us/ap-us-campaign-2016-road-to-270.html,,,
"Clinton Says Trump Gives 'Aid, Comfort' to IS Recruiters",16-09-19,http://www.nytimes.com/aponline/2016/09/19/us/politics/ap-us-campaign-2016.html,,,
"WHY IT MATTERS: Clinton, Trump Present Voters Clear Choice",16-09-19,http://www.nytimes.com/aponline/2016/09/19/us/politics/ap-us-campaign-2016-why-it-matters.html,,,
The Latest: Clinton Vows to Protect Wells Fargo Customers,16-09-19,http://www.nytimes.com/aponline/2016/09/19/us/politics/ap-us-campaign-2016-the-latest.html,,,
"After Bomb Blasts, Clinton, Trump Trade Charges on National Security",16-09-19,http://www.nytimes.com/reuters/2016/09/19/us/19reuters-usa-election.html,,,
"Where They Stand: Trump, Clinton Clash on Islamic Extremism",16-09-19,http://www.nytimes.com/aponline/2016/09/19/us/politics/ap-us-campaign-2016-islamic-extremism.html,,,
Japan PM Stresses Importance of TPP Trade Pact in Clinton Meeting,16-09-19,http://www.nytimes.com/reuters/2016/09/19/world/asia/19reuters-japan-trade-clinton.html,,,
"Clinton, Trump Vie for World Leaders' Attention in New York",16-09-19,http://www.nytimes.com/reuters/2016/09/19/us/politics/19reuters-usa-election-un.html,,,
"Hillary Clinton Tells College Students, ÔI Need YouÕ",16-09-20,http://www.nytimes.com/2016/09/20/us/politics/hillary-clinton-speech-millennials.html,,,
"After Bombings, Hillary Clinton and Donald Trump Clash Over Terrorism",16-09-20,http://www.nytimes.com/2016/09/20/us/politics/donald-trump-hillary-clinton.html,,,
What We Are Hearing About Clinton and Trump,16-09-20,http://www.nytimes.com/2016/09/20/opinion/campaign-stops/what-we-are-hearing-about-clinton-and-trump.html,Campaign Stops,Campaign Stops,
15 Questions for Clinton and Trump. You Choose.,16-09-20,http://www.nytimes.com/interactive/2016/09/20/opinion/questions-for-clinton-and-trump-you-choose.html,,,
"Clinton Says Trump Gives 'Aid, Comfort' to ISIS Recruiters",16-09-20,http://www.nytimes.com/aponline/2016/09/20/us/ap-us-campaign-2016.html,,,
The Latest: Kaine Says He Doesn't Mind Defending Clinton,16-09-20,http://www.nytimes.com/aponline/2016/09/20/us/politics/ap-us-campaign-2016-the-latest.html,,,
Bill Clinton on Activist Investors,16-09-20,http://www.nytimes.com/video/business/dealbook/100000004659565/bill-clinton-on-activist-investors.html,Bill Clinton: NAFTA is not the problem with Mexico,,
Early Ballots: Clinton Sees Strength in NC but Lags in Iowa,16-09-20,http://www.nytimes.com/aponline/2016/09/20/us/politics/ap-us-campaign-2016-early-voting.html,,,
"Clinton Calls National Security Team After Attacks, as Trump Challenges Her Credentials",16-09-20,http://www.nytimes.com/reuters/2016/09/20/us/politics/20reuters-usa-election.html,,,
"Reports: Outside Groups Spending Big to Help Trump, Clinton",16-09-20,http://www.nytimes.com/aponline/2016/09/20/business/ap-us-campaign-2016-money-news-guide.html,,,
"As Trump Rises, Clinton Struggles With Traditional Playbook",16-09-20,http://www.nytimes.com/aponline/2016/09/20/us/politics/ap-us-campaign-2016-clinton.html,,,
Clinton Campaign Raced Through $50 Million Last Month,16-09-21,http://www.nytimes.com/aponline/2016/09/21/us/politics/ap-us-campaign-2016-clinton-spending.html,,,
AP FACT CHECK: Trump's Bogus Birth Claim About Clinton,16-09-21,http://www.nytimes.com/aponline/2016/09/21/us/ap-us-campaign-2016-fact-check.html,,,
"Reports: Outside Groups Spending Big to Help Trump, Clinton",16-09-21,http://www.nytimes.com/aponline/2016/09/21/us/politics/ap-us-campaign-2016-money-news-guide.html,,,
"Clinton, Trump Decry Latest Police Shootings of Black Men",16-09-21,http://www.nytimes.com/aponline/2016/09/21/us/ap-us-campaign-2016.html,,,
Clinton Campaign Says Trump Could Have 'Low Bar' at Debate,16-09-21,http://www.nytimes.com/aponline/2016/09/21/us/ap-us-campaign-2016-clinton-debates.html,,,
Clinton Stresses Support for Disabled,16-09-21,http://www.nytimes.com/video/us/politics/100000004662653/clinton-stresses-support-for-disabled.html,,,
Bill Clinton Delivers Emotional Defense of Charitable Work,16-09-21,http://www.nytimes.com/aponline/2016/09/21/us/ap-us-campaign-2016-bill-clinton.html,,,
Liberals See Hillary ClintonÕs Focus on Big Donors as Bafflingly Dated,16-09-22,http://www.nytimes.com/2016/09/22/us/politics/hillary-clinton-money-obama.html,,,
"Clinton and Trump Tied in North Carolina Poll, With Sharp Educational Divides",16-09-22,http://www.nytimes.com/interactive/2016/09/22/upshot/north-carolina-upshot-siena-poll.html,,,
"To Reach Millennials, Clinton Reserves Digital Ad Time",16-09-22,http://www.nytimes.com/aponline/2016/09/22/us/ap-us-campaign-2016-clinton-digital-ads.html,,,
Trump vs Clinton-Debate Will Mark Biggest Moment of Election,16-09-22,http://www.nytimes.com/reuters/2016/09/22/us/22reuters-usa-election-debate.html,,,
U.S. Presidential Debates: From Kennedy-Nixon to Clinton-Trump,16-09-22,http://www.nytimes.com/reuters/2016/09/22/us/politics/22reuters-usa-election-debate-moments.html,,,
GOP-Led House Panel Finds Former Clinton Aide in Contempt,16-09-22,http://www.nytimes.com/aponline/2016/09/22/us/politics/ap-us-congress-clinton-emails-.html,,,
Clinton Proposes 65 Percent Tax on U.S. Billionaire Estates,16-09-22,http://www.nytimes.com/reuters/2016/09/22/us/politics/22reuters-usa-election-clinton-tax.html,,,
Hillary Clinton Spars With Comedian on Parody Talk-Show Interview,16-09-22,http://www.nytimes.com/reuters/2016/09/22/arts/22reuters-usa-election-clinton-betweentwoferns.html,,,
A Deadpan Hillary Clinton Visits ÔBetween Two FernsÕ,16-09-23,http://www.nytimes.com/2016/09/23/us/politics/a-deadpan-hillary-clinton-visits-between-two-ferns.html,,,
"Review: ÔDebate Wars,Õ Where Nothing Is Too Frivolous for Argument",16-09-23,http://www.nytimes.com/2016/09/23/arts/television/review-debate-wars-where-nothing-is-too-frivolous-for-argument.html,,,
"Email Hack Details Movements of Joe Biden, Michelle Obama and Hillary Clinton",16-09-23,http://www.nytimes.com/2016/09/23/us/politics/hackers-joe-biden-michelle-obama-hillary-clinton.html,,,
The Clinton Calendar,16-09-23,http://www.nytimes.com/2016/09/23/opinion/the-clinton-calendar.html,Op-Ed Columnist,Op-Ed Columnist,
Clinton Plays It Frosty Between the Ferns,16-09-23,http://www.nytimes.com/2016/09/23/magazine/hillary-clinton-between-two-ferns.html,Notebook,Notebook,
AP-GfK Poll Shows People Trust Clinton More on Most Issues,16-09-23,http://www.nytimes.com/aponline/2016/09/23/us/politics/ap-us-ap-poll-campaign-2016-issues.html,,,
Most Clinton Emails to Be Released After Election: WSJ,16-09-23,http://www.nytimes.com/reuters/2016/09/23/us/politics/23reuters-usa-election-clinton-emails.html,,,
"In Trump/Clinton Face-Off on Monday, Winning Over Women Will Be Key",16-09-23,http://www.nytimes.com/reuters/2016/09/23/us/23reuters-usa-election-undecided.html,,,
Clinton Leads Trump by 4 Points Ahead of First Presidential Debate: Reuters/Ipsos Poll,16-09-23,http://www.nytimes.com/reuters/2016/09/23/us/politics/23reuters-usa-election-poll.html,,,
Clinton Struggles to Make Obama's Coalition Her Own,16-09-23,http://www.nytimes.com/aponline/2016/09/23/us/politics/ap-us-campaign-2016-obama-.html,,,
Clinton Postpones Visit to Charlotte After Mayor's Request,16-09-23,http://www.nytimes.com/aponline/2016/09/23/us/politics/ap-us-campaign-2016-clinton-charlotte.html,,,
Hillary Clinton Will Meet With Israel's Netanyahu-Campaign Aide,16-09-23,http://www.nytimes.com/reuters/2016/09/23/world/middleeast/23reuters-usa-election-clinton-netanyahu.html,,,
Hillary Clinton Postpones Trip to Charlotte - Campaign Statement,16-09-23,http://www.nytimes.com/reuters/2016/09/23/us/politics/23reuters-usa-election-clinton-charlotte.html,,,
Netanyahu to Meet With Clinton and Trump,16-09-24,http://www.nytimes.com/aponline/2016/09/24/world/middleeast/ap-ml-israel-netanyahu.html,,,
"The Latest: Trump, Clinton to Meet With Netanyahu",16-09-24,http://www.nytimes.com/aponline/2016/09/24/us/politics/ap-us-campaign-2016-the-latest.html,,,
Former Clinton Foe Offers Debate Advice to Donald Trump,16-09-24,http://www.nytimes.com/aponline/2016/09/24/us/ap-us-presidential-debate-lazio.html,,,
"Clinton, Trump Look to Overcome Weaknesses on Debate Stage",16-09-24,http://www.nytimes.com/aponline/2016/09/24/us/politics/ap-us-campaign-2016-debate.html,,,
N.Y. Times Endorses Clinton in White House Race,16-09-24,http://www.nytimes.com/reuters/2016/09/24/us/politics/24reuters-usa-election-clinton.html,,,
Clinton Server Tech Told FBI of Colleagues' Worries About System,16-09-24,http://www.nytimes.com/reuters/2016/09/24/us/politics/24reuters-usa-election-clinton-emails.html,,,
Netanyahu to Meet Clinton and Trump During U.S. Visit: Sources,16-09-24,http://www.nytimes.com/reuters/2016/09/24/us/politics/24reuters-usa-election-netanyahu.html,,,
Can Hillary Clinton Keep You Safe?,16-09-25,http://www.nytimes.com/2016/09/25/opinion/sunday/can-hillary-clinton-keep-you-safe.html,,,
Hillary ClintonÕs Final Exam,16-09-25,http://www.nytimes.com/2016/09/25/opinion/campaign-stops/hillary-clintons-final-exam.html,,,
Debacle: What Al GoreÕs First Debate Against George W. Bush Can Teach Hillary Clinton,16-09-25,http://www.nytimes.com/interactive/2016/09/25/us/politics/george-w-bush-al-gore-2000-presidential-debate.html,,,
"Clinton, Trump to Meet Separately With Israel PM Netanyahu",16-09-25,http://www.nytimes.com/aponline/2016/09/25/us/politics/ap-us-campaign-2016-israel.html,,,
"Clinton, Trump Buff Foreign Policy Bona Fides on Debate Eve",16-09-25,http://www.nytimes.com/aponline/2016/09/25/us/politics/ap-us-campaign-2016.html,,,
The Latest: Clinton Says Israel's Security Vital to the US,16-09-25,http://www.nytimes.com/aponline/2016/09/25/us/politics/ap-us-campaign-2016-the-latest.html,,,
"Clinton as Communicator, From Wellesley to Campaign Trail",16-09-25,http://www.nytimes.com/aponline/2016/09/25/us/politics/ap-us-campaign-2016-clinton-communicator.html,,,
Clinton to Press Trump to Spell Out Policy Plans in U.S. Presidential Debate,16-09-25,http://www.nytimes.com/reuters/2016/09/25/arts/25reuters-usa-election.html,,,
Foreign Policy Questions to Ask Clinton and Trump at the Debate,16-09-26,http://www.nytimes.com/2016/09/26/us/politics/trump-clinton-foreign-policy-debate.html,Letter From Washington,Letter From Washington,
Review: ÔThe Choice 2016Õ Lets the Chips Fall Where They May on Clinton and Trump,16-09-26,http://www.nytimes.com/2016/09/26/arts/television/review-the-choice-2016-lets-the-chips-fall-where-they-may-on-clinton-and-trump.html,,,
Difficult Questions: How Much the Clinton-Trump Debates Matter,16-09-26,http://www.nytimes.com/2016/09/26/us/difficult-questions-how-much-the-clinton-trump-debates-matter.html,Retro Report,,
First Clinton-Trump Debate Is Framed by Rifts Over Race and Gender,16-09-26,http://www.nytimes.com/2016/09/26/us/politics/clinton-trump-issues.html,,,
Can You Tell What Questions Trump and Clinton Were Answering?,16-09-26,http://www.nytimes.com/interactive/2016/09/26/us/elections/trump-clinton-debate-quiz.html,,,
First Clinton and Trump Debate: Analysis,16-09-26,http://www.nytimes.com/interactive/2016/09/26/us/elections/donald-trump-hillary-clinton-debate.html,,,
"Clinton, Trump Battle Fiercely Over Taxes, Race, Terror",16-09-26,http://www.nytimes.com/aponline/2016/09/26/us/politics/ap-us-campaign-2016-debate.html,,,
"WHY IT MATTERS: Clinton, Trump Present Voters Clear Choice",16-09-26,http://www.nytimes.com/aponline/2016/09/26/us/politics/ap-us-campaign-2016-why-it-matters.html,,,
Reuters/Ipsos States of the Nation: Clinton Leads in Florida,16-09-26,http://www.nytimes.com/reuters/2016/09/26/us/politics/26reuters-usa-election-poll.html,,,
"Mexicans Prefer Clinton to Donald Trump, Poll Shows",16-09-26,http://www.nytimes.com/reuters/2016/09/26/us/politics/26reuters-usa-election-mexico.html,,,
Clinton and Trump Puppets Face Off Ahead of Presidential Debate,16-09-26,http://www.nytimes.com/reuters/2016/09/26/us/politics/26reuters-usa-election-puppet-debate.html,,,
AP FACT CHECK: Clinton Misrepresents Stance on Pacific Trade,16-09-26,http://www.nytimes.com/aponline/2016/09/26/us/politics/ap-us-campaign-2016-debate-fact-check-trade.html,,,
AP FACT CHECK: Trump on Clinton and the Islamic State Group,16-09-26,http://www.nytimes.com/aponline/2016/09/26/us/politics/ap-us-campaign-2016-debate-fact-check-islamic-state.html,,,
AP FACT CHECK: Clinton and Trump on Possible Russian Hacking,16-09-26,http://www.nytimes.com/aponline/2016/09/26/us/politics/ap-us-campaign-2016-debate-fact-check-russian-hacking.html,,,
Debate Takeaways: Clinton Gets Under Trump's Skin in Debate,16-09-26,http://www.nytimes.com/aponline/2016/09/26/us/politics/ap-us-campaign-2016-debate-takeaways.html,,,
Cheers and Jeers: Americans Tune Into Trump-Clinton Debate,16-09-26,http://www.nytimes.com/aponline/2016/09/26/us/ap-us-campaign-2016-debate-voter-voices.html,,,
"AP FACT CHECK: Clinton, Trump Loose With Facts on Iran Deal",16-09-26,http://www.nytimes.com/aponline/2016/09/26/us/politics/ap-us-campaign-2016-debate-fact-check-iran-deal-.html,,,
People Around the World React to First Trump-Clinton Debate,16-09-26,http://www.nytimes.com/aponline/2016/09/26/us/ap-campaign-2016-debate-world-reactions.html,,,
"From Versace to Bottega Veneta, Milan Has a Message for Hillary Clinton",16-09-27,http://www.nytimes.com/2016/09/26/fashion/milan-fashion-week-versace-bottega-veneta.html,Fashion Review,Fashion Review,
"Morning Agenda: ÔBrexitÕ Fears, One Click Payment, and Clinton-Goldman Ties",16-09-27,http://www.nytimes.com/2016/09/27/business/dealbook/britain-brexit-business-internet-shopping-clinton-goldman.html,,,
"Clinton Could Have Corrected Trump, but He Blared ÔWrong!Õ",16-09-27,http://www.nytimes.com/2016/09/27/us/politics/assertions-hofstra-debate.html,,,
How Hillary Clinton Went From Hesitant to Scorching,16-09-27,http://www.nytimes.com/2016/09/27/us/politics/hillary-clinton-donald-trump.html,,,
Rudolph Giuliani Says Donald Trump Bit His Tongue Because Chelsea Clinton Was in the Room,16-09-27,http://www.nytimes.com/2016/09/27/us/politics/rudy-giuliani-chelsea-clinton.html,,,
Toasting and Roasting Hillary Clinton,16-09-27,http://www.nytimes.com/2016/09/27/opinion/campaign-stops/toasting-and-roasting-hillary-clinton.html,Contributing Op-Ed Writer,Op-Ed | Emma Roller,
"Hillary Clinton, Donald Trump, Aleppo: Your Tuesday Briefing",16-09-27,http://www.nytimes.com/2016/09/27/briefing/hillary-clinton-donald-trump-aleppo.html,,,
Questions for: ÔHillary Clinton and Donald Trump Press Pointed Attacks in DebateÕ,16-09-27,http://www.nytimes.com/2016/09/27/learning/questions-for-hillary-clinton-and-donald-trump-press-pointed-attacks-in-debate.html,Article of the Day,Article of the Day,
A Modest Bump for Clinton in Online Wagering Hours After Debate,16-09-27,http://www.nytimes.com/reuters/2016/09/27/arts/27reuters-usa-election-bets.html,,,
"In First Face-Off With Clinton, Trump Struggles to Be 'Change' Candidate",16-09-27,http://www.nytimes.com/reuters/2016/09/27/us/politics/27reuters-usa-election-trump-analysis.html,,,
"AP FACT CHECK: Trump, Clinton Deny Their Own Words in Debate",16-09-27,http://www.nytimes.com/aponline/2016/09/27/us/politics/ap-us-campaign-2016-debate-fact-check.html,,,
"As Clinton Cheers, Donald Trump Digs in After Debate",16-09-27,http://www.nytimes.com/aponline/2016/09/27/us/ap-us-campaign-2016.html,,,
Asian Viewers Give Nod to Clinton After First Presidential Debate,16-09-27,http://www.nytimes.com/reuters/2016/09/27/world/asia/27reuters-usa-election-debate-asia.html,,,
"Analysis: In Debate, Clinton Was Prepared, Trump Was Trump",16-09-27,http://www.nytimes.com/aponline/2016/09/27/us/politics/ap-us-campaign-2016-analysis.html,,,
Debate Takeaways: Clinton Gets Under Trump's Skin in Debate,16-09-27,http://www.nytimes.com/aponline/2016/09/27/us/ap-us-campaign-2016-debate-takeaways.html,,,
Trump-Clinton Showdown Breaks TV Debate Ratings Record as 84 Million Watch,16-09-27,http://www.nytimes.com/reuters/2016/09/27/arts/27reuters-usa-election-debate-ratings.html,,,
